中文名,英文名,日文名,属性,生蛋区,特性,隐藏特性,面板
燃烧虫,Larvesta,メラルバ,"['虫', '火']",昆虫,火焰之躯,虫之预感,"[55, 85, 55, 50, 55, 60]"
火神蛾,Volcarona,ウルガモス,"['虫', '火']",昆虫,火焰之躯,虫之预感,"[85, 60, 65, 135, 105, 100]"
童偶熊,Stufful,ヌイコグマ,"['一般', '格斗']",陆上,"['毛茸茸', '笨拙']",迷人之躯,"[70, 75, 50, 45, 50, 50]"
穿着熊,Bewear,キテルグマ,"['一般', '格斗']",陆上,"['毛茸茸', '笨拙']",紧张感,"[120, 125, 80, 55, 60, 60]"
甜竹竹,Bounsweet,アマカジ,['草'],植物,"['叶子防守', '迟钝']",甜幕,"[42, 30, 38, 30, 38, 32]"
甜舞妮,Steenee,アママイコ,['草'],植物,"['叶子防守', '迟钝']",甜幕,"[52, 40, 48, 40, 48, 62]"
甜冷美后,Tsareena,アマージョ,['草'],植物,"['叶子防守', '女王的威严']",甜幕,"[72, 120, 98, 50, 98, 72]"
花疗环环,Comfey,キュワワー,['妖精'],植物,"['花幕', '先行治疗']",自然回复,"[51, 52, 90, 82, 110, 100]"
凯罗斯,Pinsir,カイロス,['虫'],昆虫,"['怪力钳', '破格']",自信过度,"[65, 125, 100, 55, 70, 85]"
咕咕,Hoothoot,ホーホー,"['一般', '飞行']",飞行,"['不眠', '锐利目光']",有色眼镜,"[60, 30, 30, 36, 56, 50]"
猫头夜鹰,Noctowl,ヨルノズク,"['一般', '飞行']",飞行,"['不眠', '锐利目光']",有色眼镜,"[100, 50, 50, 86, 96, 70]"
变隐龙,Kecleon,カクレオン,['一般'],陆上,变色,变幻自如,"[60, 90, 70, 60, 120, 40]"
智挥猩,Oranguru,ヤレユータン,"['一般', '超能']",陆上,"['精神力', '心灵感应']",共生,"[90, 60, 80, 90, 110, 60]"
投掷猴,Passimian,ナゲツケサル,['格斗'],陆上,接球手,不服输,"[100, 120, 90, 40, 60, 80]"
黏黏宝,Goomy,ヌメラ,['龙'],飞龙,"['食草', '湿润之躯']",黏滑,"[45, 50, 35, 55, 75, 40]"
黏美儿,Sliggoo,ヌメイル,['龙'],飞龙,"['食草', '湿润之躯']",黏滑,"[68, 75, 53, 83, 113, 60]"
黏美龙,Goodra,ヌメルゴン,['龙'],飞龙,"['食草', '湿润之躯']",黏滑,"[90, 100, 70, 110, 150, 80]"
飘浮泡泡,Castform,ポワルン,['一般'],"['妖精', '不定形']",阴晴不定,-,"[70, 70, 70, 70, 70, 70]"
胆小虫,Wimpod,コソクムシ,"['虫', '水']","['昆虫', '水中3']",跃跃欲逃,-,"[25, 35, 40, 20, 30, 80]"
具甲武者,Golisopod,グソクムシャ,"['虫', '水']","['昆虫', '水中3']",危险回避,-,"[75, 125, 140, 60, 90, 40]"
海星星,Staryu,ヒトデマン,['水'],水中3,"['发光', '自然回复']",分析,"[30, 45, 55, 70, 55, 85]"
宝石海星,Starmie,スターミー,"['水', '超能']",水中3,"['发光', '自然回复']",分析,"[60, 75, 85, 100, 85, 115]"
沙丘娃,Sandygast,スナバァ,"['幽灵', '地面']",不定形,遇水凝固,沙隐,"[55, 55, 80, 70, 45, 15]"
噬沙堡爷,Palossand,シロデスナ,"['幽灵', '地面']",不定形,遇水凝固,沙隐,"[85, 75, 110, 100, 75, 35]"
菊石兽,Omanyte,オムナイト,"['岩石', '水']","['水中1', '水中3']","['悠游自如', '硬壳盔甲']",碎裂铠甲,"[35, 40, 100, 90, 55, 35]"
多刺菊石兽,Omastar,オムスター,"['岩石', '水']","['水中1', '水中3']","['悠游自如', '硬壳盔甲']",碎裂铠甲,"[70, 60, 125, 115, 70, 55]"
化石盔,Kabuto,カブト,"['岩石', '水']","['水中1', '水中3']","['悠游自如', '战斗盔甲']",碎裂铠甲,"[30, 80, 90, 55, 45, 55]"
镰刀盔,Kabutops,カブトプス,"['岩石', '水']","['水中1', '水中3']","['悠游自如', '战斗盔甲']",碎裂铠甲,"[60, 115, 105, 65, 70, 80]"
触手百合,Lileep,リリーラ,"['岩石', '草']",水中3,吸盘,引水,"[66, 41, 77, 61, 87, 23]"
摇篮百合,Cradily,ユレイドル,"['岩石', '草']",水中3,吸盘,引水,"[86, 81, 97, 81, 107, 43]"
太古羽虫,Anorith,アノプス,"['岩石', '虫']",水中3,战斗盔甲,悠游自如,"[45, 95, 50, 40, 50, 75]"
太古盔甲,Armaldo,アーマルド,"['岩石', '虫']",水中3,战斗盔甲,悠游自如,"[75, 125, 100, 70, 80, 45]"
头盖龙,Cranidos,ズガイドス,['岩石'],怪兽,破格,强行,"[67, 125, 40, 30, 30, 58]"
战槌龙,Rampardos,ラムパルド,['岩石'],怪兽,破格,强行,"[97, 165, 60, 65, 50, 58]"
盾甲龙,Shieldon,タテトプス,"['岩石', '钢']",怪兽,结实,隔音,"[30, 42, 118, 42, 88, 30]"
护城龙,Bastiodon,トリデプス,"['岩石', '钢']",怪兽,结实,隔音,"[60, 52, 168, 47, 138, 30]"
始祖小鸟,Archen,アーケン,"['岩石', '飞行']","['飞行', '水中3']",软弱,-,"[55, 112, 45, 74, 45, 70]"
始祖大鸟,Archeops,アーケオス,"['岩石', '飞行']","['飞行', '水中3']",软弱,-,"[75, 140, 65, 112, 65, 110]"
原盖海龟,Tirtouga,プロトーガ,"['水', '岩石']","['水中1', '水中3']","['坚硬岩石', '结实']",悠游自如,"[54, 78, 103, 53, 45, 22]"
肋骨海龟,Carracosta,アバゴーラ,"['水', '岩石']","['水中1', '水中3']","['坚硬岩石', '结实']",悠游自如,"[74, 108, 133, 83, 65, 32]"
宝宝暴龙,Tyrunt,チゴラス,"['岩石', '龙']","['怪兽', '飞龙']",强壮之颚,结实,"[58, 89, 77, 45, 45, 48]"
怪颚龙,Tyrantrum,ガチゴラス,"['岩石', '龙']","['怪兽', '飞龙']",强壮之颚,坚硬脑袋,"[82, 121, 119, 69, 59, 71]"
冰雪龙,Amaura,アマルス,"['岩石', '冰']",怪兽,冰冻皮肤,降雪,"[77, 59, 50, 67, 63, 46]"
冰雪巨龙,Aurorus,アマルルガ,"['岩石', '冰']",怪兽,冰冻皮肤,降雪,"[123, 77, 72, 99, 92, 58]"
幼基拉斯,Larvitar,ヨーギラス,"['岩石', '地面']",怪兽,毅力,沙隐,"[50, 64, 50, 45, 50, 41]"
沙基拉斯,Pupitar,サナギラス,"['岩石', '地面']",怪兽,蜕皮,-,"[70, 84, 70, 65, 70, 51]"
班基拉斯,Tyranitar,バンギラス,"['岩石', '恶']",怪兽,扬沙,紧张感,"[100, 134, 110, 95, 100, 61]"
小木灵,Phantump,ボクレー,"['幽灵', '草']","['植物', '不定形']","['自然回复', '察觉']",收获,"[43, 70, 48, 50, 60, 38]"
朽木妖,Trevenant,オーロット,"['幽灵', '草']","['植物', '不定形']","['自然回复', '察觉']",收获,"[85, 110, 76, 65, 82, 56]"
天然雀,Natu,ネイティ,"['超能', '飞行']",飞行,"['同步', '早起']",魔法镜,"[40, 50, 45, 70, 45, 70]"
天然鸟,Xatu,ネイティオ,"['超能', '飞行']",飞行,"['同步', '早起']",魔法镜,"[65, 75, 70, 95, 70, 95]"
朝北鼻,Nosepass,ノズパス,['岩石'],矿物,"['结实', '磁力']",沙之力,"[30, 45, 135, 45, 90, 30]"
大朝北鼻,Probopass,ダイノーズ,"['岩石', '钢']",矿物,"['结实', '磁力']",沙之力,"[60, 55, 145, 75, 150, 40]"
拳海参,Pyukumuku,ナマコブシ,['水'],水中1,飞出的内在物,纯朴,"[55, 60, 130, 30, 130, 5]"
灯笼鱼,Chinchou,チョンチー,"['水', '电']",水中2,"['蓄电', '发光']",储水,"[75, 38, 38, 56, 56, 67]"
电灯怪,Lanturn,ランターン,"['水', '电']",水中2,"['蓄电', '发光']",储水,"[125, 58, 58, 76, 76, 67]"
属性:空,Type: Null,タイプ:ヌル,['一般'],未发现,战斗盔甲,-,"[95, 95, 95, 95, 95, 59]"
银伴战兽,Silvally,シルヴァディ,['一般'],未发现,ＡＲ系统,-,"[95, 95, 95, 95, 95, 95]"
毒贝比,Poipole,ベベノム,['毒'],未发现,异兽提升,-,"[67, 73, 67, 73, 67, 73]"
四颚针龙,Naganadel,アーゴヨン,"['毒', '龙']",未发现,异兽提升,-,"[73, 73, 73, 127, 73, 121]"
基格尔德,Zygarde,ジガルデ,"['龙', '地面']",未发现,"['气场破坏', '群聚变形']",-,"[108, 100, 121, 81, 95, 95]"
破破袋,Trubbish,ヤブクロン,['毒'],矿物,"['恶臭', '黏着']",引爆,"[50, 50, 62, 40, 62, 65]"
灰尘山,Garbodor,ダストダス,['毒'],矿物,"['恶臭', '碎裂铠甲']",引爆,"[80, 95, 82, 60, 82, 75]"
泡沫栗鼠,Minccino,チラーミィ,['一般'],陆上,"['迷人之躯', '技术高手']",连续攻击,"[55, 50, 40, 40, 40, 75]"
奇诺栗鼠,Cinccino,チラチーノ,['一般'],陆上,"['迷人之躯', '技术高手']",连续攻击,"[75, 95, 60, 65, 60, 115]"
榛果球,Pineco,クヌギダマ,['虫'],昆虫,结实,防尘,"[50, 65, 90, 35, 35, 15]"
佛烈托斯,Forretress,フォレトス,"['虫', '钢']",昆虫,结实,防尘,"[75, 90, 140, 60, 60, 40]"
盔甲鸟,Skarmory,エアームド,"['钢', '飞行']",飞行,"['锐利目光', '结实']",碎裂铠甲,"[65, 80, 140, 40, 70, 70]"
百变怪,Ditto,メタモン,['一般'],百变怪,柔软,变身者,"[48, 48, 48, 48, 48, 48]"
皮宝宝,Cleffa,ピィ,['妖精'],未发现,"['迷人之躯', '魔法防守']",友情防守,"[50, 25, 28, 45, 55, 15]"
皮皮,Clefairy,ピッピ,['妖精'],妖精,"['迷人之躯', '魔法防守']",友情防守,"[70, 45, 48, 60, 65, 35]"
皮可西,Clefable,ピクシー,['妖精'],妖精,"['迷人之躯', '魔法防守']",纯朴,"[95, 70, 73, 95, 90, 60]"
小灰怪,Elgyem,リグレー,['超能'],人形,"['心灵感应', '同步']",分析,"[55, 55, 55, 85, 55, 30]"
大宇怪,Beheeyem,オーベム,['超能'],人形,"['心灵感应', '同步']",分析,"[75, 75, 75, 125, 95, 40]"
小陨星,Minior,メテノ,"['岩石', '飞行']",矿物,界限盾壳,-,"[60, 60, 100, 60, 100, 60]"
铁哑铃,Beldum,ダンバル,"['钢', '超能']",矿物,恒净之躯,轻金属,"[40, 55, 80, 35, 60, 30]"
金属怪,Metang,メタング,"['钢', '超能']",矿物,恒净之躯,轻金属,"[60, 75, 100, 55, 80, 50]"
巨金怪,Metagross,メタグロス,"['钢', '超能']",矿物,恒净之躯,轻金属,"[80, 135, 130, 95, 90, 70]"
多边兽,Porygon,ポリゴン,['一般'],矿物,"['复制', '下载']",分析,"[65, 60, 70, 85, 75, 40]"
多边兽Ⅱ,Porygon2,ポリゴン２,['一般'],矿物,"['复制', '下载']",分析,"[85, 80, 90, 105, 95, 60]"
多边兽Ｚ,Porygon-Z,ポリゴンＺ,['一般'],矿物,"['适应力', '下载']",分析,"[85, 80, 70, 135, 75, 90]"
顽皮熊猫,Pancham,ヤンチャム,['格斗'],"['陆上', '人形']","['铁拳', '破格']",胆量,"[67, 82, 62, 46, 48, 43]"
流氓熊猫,Pangoro,ゴロンダ,"['格斗', '恶']","['陆上', '人形']","['铁拳', '破格']",胆量,"[95, 124, 78, 69, 71, 58]"
树枕尾熊,Komala,ネッコアラ,['一般'],陆上,绝对睡眠,-,"[65, 115, 65, 75, 95, 65]"
煤炭龟,Torkoal,コータス,['火'],陆上,"['白色烟雾', '日照']",硬壳盔甲,"[70, 85, 140, 85, 70, 20]"
爆焰龟兽,Turtonator,バクガメス,"['火', '龙']","['怪兽', '飞龙']",硬壳盔甲,-,"[60, 78, 135, 91, 85, 36]"
戴鲁比,Houndour,デルビル,"['恶', '火']",陆上,"['早起', '引火']",紧张感,"[45, 60, 30, 80, 50, 65]"
黑鲁加,Houndoom,ヘルガー,"['恶', '火']",陆上,"['早起', '引火']",紧张感,"[75, 90, 50, 110, 80, 95]"
咚咚鼠,Dedenne,デデンネ,"['电', '妖精']","['陆上', '妖精']","['颊囊', '捡拾']",正电,"[67, 58, 57, 81, 67, 101]"
托戈德玛尔,Togedemaru,トゲデマル,"['电', '钢']","['陆上', '妖精']","['铁刺', '避雷针']",结实,"[65, 98, 63, 40, 73, 96]"
落雷兽,Electrike,ラクライ,['电'],陆上,"['静电', '避雷针']",负电,"[40, 45, 40, 65, 40, 65]"
雷电兽,Manectric,ライボルト,['电'],陆上,"['静电', '避雷针']",负电,"[70, 75, 60, 105, 60, 105]"
电击怪,Elekid,エレキッド,['电'],未发现,静电,干劲,"[45, 63, 37, 65, 55, 95]"
电击兽,Electabuzz,エレブー,['电'],人形,静电,干劲,"[65, 83, 57, 95, 85, 105]"
电击魔兽,Electivire,エレキブル,['电'],人形,电气引擎,干劲,"[75, 123, 67, 95, 85, 95]"
小拳石,Geodude Alola Form,,"['岩石', '电']",矿物,"['磁力', '结实']",电气皮肤,"[40, 80, 100, 30, 30, 20]"
隆隆石,Graveler Alola Form,,"['岩石', '电']",矿物,"['磁力', '结实']",电气皮肤,"[55, 95, 115, 45, 45, 35]"
隆隆岩,Golem Alola Form,,"['岩石', '电']",矿物,"['磁力', '结实']",电气皮肤,"[80, 120, 130, 55, 65, 45]"
黑眼鳄,Sandile,メグロコ,"['地面', '恶']",陆上,"['威吓', '自信过度']",愤怒穴位,"[50, 72, 35, 35, 35, 65]"
混混鳄,Krokorok,ワルビル,"['地面', '恶']",陆上,"['威吓', '自信过度']",愤怒穴位,"[60, 82, 45, 45, 45, 74]"
流氓鳄,Krookodile,ワルビアル,"['地面', '恶']",陆上,"['威吓', '自信过度']",愤怒穴位,"[95, 117, 80, 65, 70, 92]"
大颚蚁,Trapinch,ナックラー,['地面'],"['昆虫', '飞龙']","['怪力钳', '沙穴']",强行,"[45, 100, 45, 45, 45, 10]"
超音波幼虫,Vibrava,ビブラーバ,"['地面', '龙']","['昆虫', '飞龙']",飘浮,-,"[50, 70, 50, 50, 50, 70]"
沙漠蜻蜓,Flygon,フライゴン,"['地面', '龙']","['昆虫', '飞龙']",飘浮,-,"[80, 100, 80, 80, 80, 100]"
圆陆鲨,Gible,フカマル,"['龙', '地面']","['怪兽', '飞龙']",沙隐,粗糙皮肤,"[58, 70, 45, 40, 45, 42]"
尖牙陆鲨,Gabite,ガバイト,"['龙', '地面']","['怪兽', '飞龙']",沙隐,粗糙皮肤,"[68, 90, 65, 50, 55, 82]"
烈咬陆鲨,Garchomp,ガブリアス,"['龙', '地面']","['怪兽', '飞龙']",沙隐,粗糙皮肤,"[108, 130, 95, 80, 85, 102]"
天秤偶,Baltoy,ヤジロン,"['地面', '超能']",矿物,飘浮,-,"[40, 40, 55, 40, 70, 55]"
念力土偶,Claydol,ネンドール,"['地面', '超能']",矿物,飘浮,-,"[60, 70, 105, 70, 120, 75]"
泥偶小人,Golett,ゴビット,"['地面', '幽灵']",矿物,"['铁拳', '笨拙']",无防守,"[59, 74, 50, 35, 50, 35]"
泥偶巨人,Golurk,ゴルーグ,"['地面', '幽灵']",矿物,"['铁拳', '笨拙']",无防守,"[89, 124, 80, 55, 80, 55]"
钥圈儿,Klefki,クレッフィ,"['钢', '妖精']",矿物,恶作剧之心,魔术师,"[57, 80, 91, 80, 87, 75]"
谜拟Ｑ,Mimikyu,ミミッキュ,"['幽灵', '妖精']",不定形,画皮,-,"[55, 90, 80, 50, 105, 96]"
怨影娃娃,Shuppet,カゲボウズ,['幽灵'],不定形,"['不眠', '察觉']",诅咒之躯,"[44, 75, 35, 63, 33, 45]"
诅咒娃娃,Banette,ジュペッタ,['幽灵'],不定形,"['不眠', '察觉']",诅咒之躯,"[64, 115, 65, 83, 63, 65]"
轻飘飘,Frillish,プルリル,"['水', '幽灵']",不定形,"['储水', '诅咒之躯']",湿气,"[55, 40, 50, 65, 85, 40]"
胖嘟嘟,Jellicent,ブルンゲル,"['水', '幽灵']",不定形,"['储水', '诅咒之躯']",湿气,"[100, 60, 70, 85, 105, 60]"
磨牙彩皮鱼,Bruxish,ハギギシリ,"['水', '超能']",水中2,"['鲜艳之躯', '强壮之颚']",奇迹皮肤,"[68, 105, 70, 70, 70, 92]"
老翁龙,Drampa,ジジーロン,"['一般', '龙']","['怪兽', '飞龙']","['怒火冲天', '食草']",无关天气,"[78, 60, 85, 135, 91, 36]"
阿勃梭鲁,Absol,アブソル,['恶'],陆上,"['压迫感', '超幸运']",正义之心,"[65, 130, 60, 75, 60, 75]"
雪童子,Snorunt,ユキワラシ,['冰'],"['妖精', '矿物']","['精神力', '冰冻之躯']",心情不定,"[50, 50, 50, 50, 50, 50]"
冰鬼护,Glalie,オニゴーリ,['冰'],"['妖精', '矿物']","['精神力', '冰冻之躯']",心情不定,"[80, 80, 80, 80, 80, 80]"
雪妖女,Froslass,ユキメノコ,"['冰', '幽灵']","['妖精', '矿物']",雪隐,诅咒之躯,"[70, 80, 70, 80, 70, 110]"
狃拉,Sneasel,ニューラ,"['恶', '冰']",陆上,"['精神力', '锐利目光']",顺手牵羊,"[55, 95, 55, 35, 75, 115]"
玛狃拉,Weavile,マニューラ,"['恶', '冰']",陆上,压迫感,顺手牵羊,"[70, 120, 65, 45, 85, 125]"
穿山鼠,Sandshrew Alola Form,,"['冰', '钢']",陆上,雪隐,拨雪,"[50, 75, 90, 10, 35, 40]"
穿山王,Sandslash Alola Form,,"['冰', '钢']",陆上,雪隐,拨雪,"[75, 100, 120, 25, 65, 65]"
六尾,Vulpix Alola Form,,['冰'],陆上,雪隐,降雪,"[38, 41, 40, 50, 65, 65]"
九尾,Ninetales Alola Form,,"['冰', '妖精']",陆上,雪隐,降雪,"[73, 67, 75, 81, 100, 109]"
迷你冰,Vanillite,バニプッチ,['冰'],矿物,"['冰冻之躯', '雪隐']",碎裂铠甲,"[36, 50, 50, 65, 60, 44]"
多多冰,Vanillish,バニリッチ,['冰'],矿物,"['冰冻之躯', '雪隐']",碎裂铠甲,"[51, 65, 65, 80, 75, 59]"
双倍多多冰,Vanilluxe,バイバニラ,['冰'],矿物,"['冰冻之躯', '降雪']",碎裂铠甲,"[71, 95, 85, 110, 95, 79]"
滑滑小子,Scraggy,ズルッグ,"['恶', '格斗']","['陆上', '飞龙']","['蜕皮', '自信过度']",威吓,"[50, 75, 70, 35, 70, 48]"
头巾混混,Scrafty,ズルズキン,"['恶', '格斗']","['陆上', '飞龙']","['蜕皮', '自信过度']",威吓,"[65, 90, 115, 45, 115, 58]"
驹刀小兵,Pawniard,コマタナ,"['恶', '钢']",人形,"['不服输', '精神力']",压迫感,"[45, 85, 70, 40, 40, 60]"
劈斩司令,Bisharp,キリキザン,"['恶', '钢']",人形,"['不服输', '精神力']",压迫感,"[65, 125, 100, 60, 70, 70]"
布鲁,Snubbull,ブルー,['妖精'],"['陆上', '妖精']","['威吓', '逃跑']",胆怯,"[60, 80, 50, 40, 40, 30]"
布鲁皇,Granbull,グランブル,['妖精'],"['陆上', '妖精']","['威吓', '飞毛腿']",胆怯,"[90, 120, 75, 60, 60, 45]"
无壳海兔,Shellos,カラナクシ,['水'],"['水中1', '不定形']","['黏着', '引水']",沙之力,"[76, 48, 48, 57, 62, 34]"
海兔兽,Gastrodon,トリトドン,"['水', '地面']","['水中1', '不定形']","['黏着', '引水']",沙之力,"[111, 83, 68, 92, 82, 39]"
古空棘鱼,Relicanth,ジーランス,"['水', '岩石']","['水中1', '水中2']","['悠游自如', '坚硬脑袋']",结实,"[100, 90, 130, 45, 65, 55]"
破破舵轮,Dhelmise,ダダリン,"['幽灵', '草']",矿物,钢能力者,-,"[70, 131, 100, 86, 90, 40]"
利牙鱼,Carvanha,キバニア,"['水', '恶']",水中2,粗糙皮肤,加速,"[45, 90, 20, 65, 20, 65]"
巨牙鲨,Sharpedo,サメハダー,"['水', '恶']",水中2,粗糙皮肤,加速,"[70, 120, 40, 95, 40, 95]"
垃垃藻,Skrelp,クズモー,"['毒', '水']","['水中1', '飞龙']","['毒刺', '毒手']",适应力,"[50, 60, 60, 60, 60, 30]"
毒藻龙,Dragalge,ドラミドロ,"['毒', '龙']","['水中1', '飞龙']","['毒刺', '毒手']",适应力,"[65, 75, 90, 97, 123, 44]"
铁臂枪虾,Clauncher,ウデッポウ,['水'],"['水中1', '水中3']",超级发射器,-,"[50, 53, 62, 58, 63, 44]"
钢炮臂虾,Clawitzer,ブロスター,['水'],"['水中1', '水中3']",超级发射器,-,"[71, 73, 88, 120, 89, 59]"
吼吼鲸,Wailmer,ホエルコ,['水'],"['陆上', '水中2']","['水幕', '迟钝']",压迫感,"[130, 70, 35, 70, 35, 60]"
吼鲸王,Wailord,ホエルオー,['水'],"['陆上', '水中2']","['水幕', '迟钝']",压迫感,"[170, 90, 45, 90, 45, 60]"
拉普拉斯,Lapras,ラプラス,"['水', '冰']","['怪兽', '水中1']","['储水', '硬壳盔甲']",湿润之躯,"[130, 85, 80, 85, 95, 60]"
热带龙,Tropius,トロピウス,"['草', '飞行']","['怪兽', '植物']","['叶绿素', '太阳之力']",收获,"[99, 68, 83, 72, 87, 51]"
蛋蛋,Exeggcute,タマタマ,"['草', '超能']",植物,叶绿素,收获,"[60, 40, 80, 60, 45, 40]"
椰蛋树,Exeggutor Alola Form,,"['草', '龙']",植物,察觉,收获,"[95, 105, 85, 125, 75, 45]"
龙虾小兵,Corphish,ヘイガニ,['水'],"['水中1', '水中3']","['怪力钳', '硬壳盔甲']",适应力,"[43, 80, 65, 50, 35, 35]"
铁螯龙虾,Crawdaunt,シザリガー,"['水', '恶']","['水中1', '水中3']","['怪力钳', '硬壳盔甲']",适应力,"[63, 120, 85, 90, 55, 55]"
功夫鼬,Mienfoo,コジョフー,['格斗'],"['陆上', '人形']","['精神力', '再生力']",舍身,"[45, 85, 50, 55, 50, 65]"
师父鼬,Mienshao,コジョンド,['格斗'],"['陆上', '人形']","['精神力', '再生力']",舍身,"[65, 125, 60, 95, 60, 105]"
心鳞宝,Jangmo-o,ジャラコ,['龙'],飞龙,"['防弹', '隔音']",防尘,"[45, 55, 65, 45, 45, 45]"
鳞甲龙,Hakamo-o,ジャランゴ,"['龙', '格斗']",飞龙,"['防弹', '隔音']",防尘,"[55, 75, 90, 65, 70, 65]"
杖尾鳞甲龙,Kommo-o,ジャラランガ,"['龙', '格斗']",飞龙,"['防弹', '隔音']",防尘,"[75, 110, 125, 100, 105, 85]"
电飞鼠,Emolga,エモンガ,"['电', '飞行']",陆上,静电,电气引擎,"[55, 75, 60, 75, 60, 103]"
飞天螳螂,Scyther,ストライク,"['虫', '飞行']",昆虫,"['虫之预感', '技术高手']",不屈之心,"[70, 110, 80, 55, 80, 105]"
巨钳螳螂,Scizor,ハッサム,"['虫', '钢']",昆虫,"['虫之预感', '技术高手']",轻金属,"[70, 130, 100, 55, 80, 65]"
赫拉克罗斯,Heracross,ヘラクロス,"['虫', '格斗']",昆虫,"['虫之预感', '毅力']",自信过度,"[80, 125, 75, 40, 95, 85]"
长尾怪手,Aipom,エイパム,['一般'],陆上,"['逃跑', '捡拾']",连续攻击,"[55, 70, 55, 40, 55, 85]"
双尾怪手,Ambipom,エテボース,['一般'],陆上,"['技术高手', '捡拾']",连续攻击,"[75, 100, 66, 60, 66, 115]"
小狮狮,Litleo,シシコ,"['火', '一般']",陆上,"['斗争心', '紧张感']",自信过度,"[62, 50, 58, 73, 54, 72]"
火炎狮,Pyroar,カエンジシ,"['火', '一般']",陆上,"['斗争心', '紧张感']",自信过度,"[86, 68, 72, 109, 66, 106]"
梦妖,Misdreavus,ムウマ,['幽灵'],不定形,飘浮,-,"[60, 60, 60, 85, 85, 85]"
梦妖魔,Mismagius,ムウマージ,['幽灵'],不定形,飘浮,-,"[60, 60, 60, 105, 105, 105]"
赤面龙,Druddigon,クリムガン,['龙'],"['飞龙', '怪兽']","['粗糙皮肤', '强行']",破格,"[77, 120, 90, 60, 90, 48]"
大舌头,Lickitung,ベロリンガ,['一般'],怪兽,"['我行我素', '迟钝']",无关天气,"[90, 55, 75, 60, 75, 30]"
大舌舔,Lickilicky,ベロベルト,['一般'],怪兽,"['我行我素', '迟钝']",无关天气,"[110, 85, 95, 80, 95, 50]"
利欧路,Riolu,リオル,['格斗'],未发现,"['不屈之心', '精神力']",恶作剧之心,"[40, 70, 40, 35, 40, 60]"
路卡利欧,Lucario,ルカリオ,"['格斗', '钢']","['陆上', '人形']","['不屈之心', '精神力']",正义之心,"[70, 110, 70, 115, 70, 90]"
迷你龙,Dratini,ミニリュウ,['龙'],"['水中1', '飞龙']",蜕皮,神奇鳞片,"[41, 64, 45, 50, 50, 50]"
哈克龙,Dragonair,ハクリュー,['龙'],"['水中1', '飞龙']",蜕皮,神奇鳞片,"[61, 84, 65, 70, 70, 70]"
快龙,Dragonite,カイリュー,"['龙', '飞行']","['水中1', '飞龙']",精神力,多重鳞片,"[91, 134, 95, 100, 100, 80]"
化石翼龙,Aerodactyl,プテラ,"['岩石', '飞行']",飞行,"['坚硬脑袋', '压迫感']",紧张感,"[80, 105, 65, 60, 75, 130]"
卡璞·鸣鸣,Tapu Koko,カプ・コケコ,"['电', '妖精']",未发现,电气制造者,心灵感应,"[70, 115, 85, 95, 75, 130]"
卡璞·蝶蝶,Tapu Lele,カプ・テテフ,"['超能', '妖精']",未发现,精神制造者,心灵感应,"[70, 85, 75, 130, 115, 95]"
卡璞·哞哞,Tapu Bulu,カプ・ブルル,"['草', '妖精']",未发现,青草制造者,心灵感应,"[70, 130, 115, 85, 95, 75]"
卡璞·鳍鳍,Tapu Fini,カプ・レヒレ,"['水', '妖精']",未发现,薄雾制造者,心灵感应,"[70, 75, 115, 95, 130, 85]"
科斯莫古,Cosmog,コスモッグ,['超能'],未发现,纯朴,-,"[43, 29, 31, 29, 31, 37]"
科斯莫姆,Cosmoem,コスモウム,['超能'],未发现,结实,-,"[43, 29, 131, 29, 131, 37]"
索尔迦雷欧,Solgaleo,ソルガレオ,"['超能', '钢']",未发现,金属防护,-,"[137, 137, 107, 113, 89, 97]"
露奈雅拉,Lunala,ルナアーラ,"['超能', '幽灵']",未发现,幻影防守,-,"[137, 113, 89, 137, 107, 97]"
虚吾伊德,Nihilego,ウツロイド,"['岩石', '毒']",未发现,异兽提升,-,"[109, 53, 47, 127, 131, 103]"
垒磊石,Stakataka,ツンデツンデ,"['岩石', '钢']",未发现,异兽提升,-,"[61, 131, 211, 53, 101, 13]"
砰头小丑,Blacephalon,ズガドーン,"['火', '幽灵']",未发现,异兽提升,-,"[53, 127, 53, 151, 79, 107]"
爆肌蚊,Buzzwole,マッシブーン,"['虫', '格斗']",未发现,异兽提升,-,"[107, 139, 139, 53, 53, 79]"
费洛美螂,Pheromosa,フェローチェ,"['虫', '格斗']",未发现,异兽提升,-,"[71, 137, 37, 137, 37, 151]"
电束木,Xurkitree,デンジュモク,['电'],未发现,异兽提升,-,"[83, 89, 71, 173, 71, 83]"
铁火辉夜,Celesteela,テッカグヤ,"['钢', '飞行']",未发现,异兽提升,-,"[97, 101, 103, 107, 101, 61]"
纸御剑,Kartana,カミツルギ,"['草', '钢']",未发现,异兽提升,-,"[59, 181, 131, 59, 31, 109]"
恶食大王,Guzzlord,アクジキング,"['恶', '龙']",未发现,异兽提升,-,"[223, 101, 53, 97, 53, 43]"
奈克洛兹玛,Necrozma,ネクロズマ,['超能'],未发现,棱镜装甲,-,"[97, 107, 101, 127, 89, 79]"
玛机雅娜,Magearna,マギアナ,"['钢', '妖精']",未发现,魂心,-,"[80, 95, 115, 130, 115, 65]"
玛夏多,Marshadow,マーシャドー,"['格斗', '幽灵']",未发现,技术高手,-,"[90, 125, 80, 90, 90, 125]"
